movieId,predicted_rating,n_neighbor_votes,title,genres,release_year,mean_rating,rating_count,bayesian_rating
876,5.0,1,Supercop 2 (Project S) (Chao ji ji hua),Action|Comedy|Crime|Thriller,1993,5.0,1,3.6378
1631,5.0,1,"Assignment, The",Action|Thriller,1997,5.0,1,3.6378
2196,5.0,1,Knock Off,Action,1998,5.0,1,3.6378
4180,5.0,1,Reform School Girls,Action|Drama,1986,5.0,1,3.6378
5244,5.0,1,Shogun Assassin,Action|Adventure,1980,5.0,1,3.6378
5490,5.0,1,The Big Bus,Action|Comedy,1976,5.0,1,3.6378
26169,5.0,1,Branded to Kill (Koroshi no rakuin),Action|Crime|Drama,1967,5.0,1,3.6378
26401,5.0,1,Last Hurrah for Chivalry (Hao xia),Action|Drama,1979,5.0,1,3.6378
26840,5.0,1,Sonatine (Sonachine),Action|Comedy|Crime|Drama,1993,5.0,1,3.6378
27704,5.0,1,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka),Action|Drama|Thriller|War,2003,5.0,1,3.6378
70451,5.0,1,Max Manus,Action|Drama|War,2008,5.0,1,3.6378
72142,5.0,1,Love Exposure (Ai No Mukidashi),Action|Comedy|Drama|Romance,2008,5.0,1,3.6378
80124,5.0,1,Sisters (Syostry),Action|Crime|Drama,2001,5.0,1,3.6378
82744,5.0,1,Faster,Action|Crime|Drama,2010,5.0,1,3.6378
95149,5.0,1,Superman/Batman: Public Enemies,Action|Animation|Fantasy,2009,5.0,1,3.6378
100906,5.0,1,Maniac Cop 2,Action|Horror|Thriller,1990,5.0,1,3.6378
102084,5.0,1,Justice League: Doom,Action|Animation|Fantasy,2012,5.0,1,3.6378
108795,5.0,1,Wonder Woman,Action|Adventure|Animation|Fantasy,2009,5.0,1,3.6378
109241,5.0,1,On the Other Side of the Tracks (De l'autre côté du périph),Action|Comedy|Crime,2012,5.0,1,3.6378
115727,5.0,1,Crippled Avengers (Can que) (Return of the 5 Deadly Venoms),Action|Adventure,1981,5.0,1,3.6378
138632,5.0,1,Tokyo Tribe,Action|Crime|Drama|Sci-Fi,2014,5.0,1,3.6378
172637,5.0,1,Priklyucheniya Kapitana Vrungelya,Action|Adventure|Animation|Comedy,1979,5.0,1,3.6378
5915,4.784,2,Victory (a.k.a. Escape to Victory),Action|Drama|War,1981,4.75,2,3.7096
126430,4.742,2,The Pacific,Action|Adventure|Drama|War,2010,4.75,2,3.7096
5833,4.639,3,Dog Soldiers,Action|Horror,2002,4.6667,3,3.7704
6300,4.513,3,Flickering Lights (Blinkende lygter),Action|Comedy|Crime,2000,4.5,3,3.732
284,4.5,1,New York Cop (Nyû Yôku no koppu),Action|Crime,1993,4.5,1,3.5923
5155,4.5,1,"Big Bird Cage, The",Action,1972,4.5,1,3.5923
5657,4.5,1,Flashback,Action|Adventure|Comedy|Crime|Drama,1990,4.5,1,3.5923
5786,4.5,1,Paid in Full,Action|Drama,2002,4.5,1,3.5923
8795,4.5,1,Musa the Warrior (Musa),Action|Adventure|Drama|War,2001,4.5,1,3.5923
26736,4.5,1,Riki-Oh: The Story of Ricky (Lik Wong),Action|Crime|Thriller,1991,4.5,1,3.5923
26985,4.5,1,Nirvana,Action|Sci-Fi,1997,4.5,1,3.5923
27328,4.5,1,Monday,Action|Comedy|Crime|Fantasy|Thriller,2000,4.5,1,3.5923
27480,4.5,1,Dead or Alive 2: Tôbôsha,Action|Crime|Thriller,2000,4.5,1,3.5923
27869,4.5,1,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo),Action|Drama|War,2004,4.5,1,3.5923
32511,4.5,1,"Touch of Zen, A (Xia nu)",Action|Adventure,1971,4.5,1,3.5923
34450,4.5,1,Miracles - Mr. Canton and Lady Rose,Action|Comedy|Crime|Drama,1989,4.5,1,3.5923
46855,4.5,1,Army of Shadows (L'armée des ombres),Action|Drama|Thriller|War,1969,4.5,1,3.5923
57843,4.5,1,Rise of the Footsoldier,Action|Crime|Drama,2007,4.5,1,3.5923
58842,4.5,1,Assembly (Ji jie hao),Action|Drama|War,2007,4.5,1,3.5923
71999,4.5,1,Aelita: The Queen of Mars (Aelita),Action|Adventure|Drama|Fantasy|Romance|Sci-Fi|Thriller,1924,4.5,1,3.5923
72554,4.5,1,Cell 211 (Celda 211),Action|Drama,2009,4.5,1,3.5923
98607,4.5,1,Redline,Action|Animation|Sci-Fi,2009,4.5,1,3.5923
102338,4.5,1,Shaolin Temple (Shao Lin si),Action|Adventure|Drama,1976,4.5,1,3.5923
